"12 ", rss_formula_rss_supreme, no,"0", "01:38.0460", "27.2110", "42.4930", "28.3420",  "F:S - R:S",     "0 ",  
"13 ", rss_formula_rss_supreme, no,"0", "01:38.4140", "27.3050", "42.8680", "28.2410",  "F:S - R:S",     "0 ",  
"14 ", rss_formula_rss_supreme, no,"0", "01:38.1700", "27.1010", "42.8720", "28.1970",  "F:S - R:S",     "0 ",  
"15 ", rss_formula_rss_supreme, no,"0", "01:37.8990", "27.1230", "42.7090", "28.0670",  "F:S - R:S",     "0 ",  
"16 ", rss_formula_rss_supreme, no,"0", "01:38.5220", "27.1080", "43.1910", "28.2230",  "F:S - R:S",     "0 ",  
"17 ", rss_formula_rss_supreme, no,"0", "01:38.3140", "27.2190", "42.7270", "28.3680",  "F:S - R:S",     "0 ",  
"18 ", rss_formula_rss_supreme, no,"0", "01:38.6090", "27.1860", "42.8850", "28.5380",  "F:S - R:S",     "0 ",  
"19 ", rss_formula_rss_supreme, no,"0", "01:37.9400", "27.0700", "42.6600", "28.2100",  "F:S - R:S",     "0 ",  
"20 ", rss_formula_rss_supreme, no,"0", "01:37.9680", "27.1370", "42.7780", "28.0530",  "F:S - R:S",     "0 ",  
"21 ", rss_formula_rss_supreme, no,"0", "01:38.3020", "27.3280", "42.8990", "28.0750",  "F:S - R:S",     "0 ",  
"22 ", rss_formula_rss_supreme, no,"0", "01:38.0160", "27.2040", "42.6950", "28.1170",  "F:S - R:S",     "0 ",  
"23 ", rss_formula_rss_supreme, no,"0", "01:39.3100", "27.0580", "43.2770", "28.9750",  "F:S - R:S",     "0 ",  
"24 ", rss_formula_rss_supreme, no,"0", "01:38.9240", "27.1540", "43.0970", "28.6730",  "F:S - R:S",     "0 ",  
"25 ", rss_formula_rss_supreme, no,"0", "01:39.6100", "27.3980", "43.4480", "28.7640",  "F:S - R:S",     "0 ",  
"26 ", rss_formula_rss_supreme, no,"0", "01:39.9950", "27.3790", "43.4470", "29.1690",  "F:S - R:S",     "0 ",  
Average,,,"01:39.4878", "28.0639", "42.9212", "28.5027"
Best possible,,, "01:37.3380", "27.0470", "42.3770", "27.9140"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"tangentclamp600"
"1 ", rss_formula_rss_supreme, no,"0", "01:46.8730", "34.3150", "43.7580", "28.8000",  "F:S - R:S",     "0 ",  
"2 ", rss_formula_rss_supreme, no,"0", "01:39.0960", "27.3700", "43.0240", "28.7020",  "F:S - R:S",     "0 ",  
"3 ", rss_formula_rss_supreme, no,"0", "01:37.4110", "27.1440", "42.1200", "28.1470",  "F:S - R:S",     "0 ",  
"4 ", rss_formula_rss_supreme, no,"0", "01:37.2690", "26.9970", "42.1640", "28.1080",  "F:S - R:S",     "0 ",  
"5 ", rss_formula_rss_supreme, no,"0", "01:36.7490", "26.9180", "41.9950", "27.8360",  "F:S - R:S",     "0 ",  
"6 ", rss_formula_rss_supreme, no,"0", "01:36.7440", "26.9310", "42.1060", "27.7070",  "F:S - R:S",     "0 ",  
"7 ", rss_formula_rss_supreme, no,"0", "01:36.7490", "26.9550", "41.9670", "27.8270",  "F:S - R:S",     "0 ",  
"8 ", rss_formula_rss_supreme, no,"0", "01:36.9460", "26.9840", "42.0660", "27.8960",  "F:S - R:S",     "0 ",  
"9 ", rss_formula_rss_supreme, no,"0", "01:37.1240", "27.0060", "42.2910", "27.8270",  "F:S - R:S",     "0 ",  
"10 ", rss_formula_rss_supreme, no,"0", "01:37.6520", "26.9210", "42.1070", "28.6240",  "F:S - R:S",     "0 ",  
"11 ", rss_formula_rss_supreme, no,"0", "01:37.0590", "26.8500", "42.5650", "27.6440",  "F:S - R:S",     "0 ",  
"12 ", rss_formula_rss_supreme, no,"0", "02:01.7250", "27.0450", "42.2540", "52.4260",  "F:S - R:S",     "0 ",  
"13 ", rss_formula_rss_supreme, no,"0", "01:49.9660", "39.3740", "42.4260", "28.1660",  "F:S - R:S",     "0 ",  
"14 ", rss_formula_rss_supreme, no,"0", "01:37.1960", "27.1360", "42.1650", "27.8950",  "F:S - R:S",     "0 ",  
"15 ", rss_formula_rss_supreme, no,"0", "01:36.7480", "26.9580", "42.0250", "27.7650",  "F:S - R:S",     "0 ",  
"16 ", rss_formula_rss_supreme, no,"0", "01:36.5930", "26.8750", "41.9490", "27.7690",  "F:S - R:S",     "0 ",  
"17 ", rss_formula_rss_supreme, no,"0", "01:36.9050", "26.7730", "42.4130", "27.7190",  "F:S - R:S",     "0 ",  
"18 ", rss_formula_rss_supreme, no,"0", "01:37.1170", "26.8680", "42.6680", "27.5810",  "F:S - R:S",     "0 ",  
"19 ", rss_formula_rss_supreme, no,"0", "01:36.4810", "26.8520", "41.8960", "27.7330",  "F:S - R:S",     "0 ",  
"20 ", rss_formula_rss_supreme, no,"0", "01:36.7020", "26.8260", "42.0520", "27.8240",  "F:S - R:S",     "0 ",  
"21 ", rss_formula_rss_supreme, no,"0", "01:36.4210", "26.5860", "41.8540", "27.9810",  "F:S - R:S",     "0 ",  
"22 ", rss_formula_rss_supreme, no,"0", "01:36.0720", "26.5740", "41.6240", "27.8740",  "F:S - R:S",     "0 ",  
"23 ", rss_formula_rss_supreme, no,"0", "01:50.7400", "27.2200", "42.0980", "41.4220",  "F:S - R:S",     "0 ",  
"24 ", rss_formula_rss_supreme, no,"0", "02:01.3700", "38.9530", "52.9790", "29.4380",  "F:S - R:S",     "0 ",  
"25 ", rss_formula_rss_supreme, no,"0", "01:42.5710", "28.2490", "44.8160", "29.5060",  "F:S - R:S",     "0 ",  
"26 ", rss_formula_rss_supreme, no,"0", "01:41.0660", "27.6450", "44.2750", "29.1460",  "F:S - R:S",     "0 ",  
Average,,,"01:40.6672", "28.2433", "42.8330", "29.5909"
Best possible,,, "01:35.7790", "26.5740", "41.6240", "27.5810"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Tareek"
"1 ", rss_formula_rss_supreme, no,"0", "01:47.7380", "34.6500", "44.3240", "28.7640",  "F:S - R:S",     "0 ",  
"2 ", rss_formula_rss_supreme, no,"0", "01:39.1510", "27.4790", "43.2050", "28.4670",  "F:S - R:S",     "0 ",  
"3 ", rss_formula_rss_supreme, no,"0", "01:38.8980", "27.2350", "43.0830", "28.5800",  "F:S - R:S",     "0 ",  
"4 ", rss_formula_rss_supreme, no,"0", "01:38.4190", "27.1700", "42.7510", "28.4980",  "F:S - R:S",     "0 ",  
"5 ", rss_formula_rss_supreme, no,"0", "01:40.6250", "27.0820", "44.3110", "29.2320",  "F:S - R:S",     "0 ",  
"6 ", rss_formula_rss_supreme, no,"0", "01:39.0610", "27.3800", "42.9760", "28.7050",  "F:S - R:S",     "0 ",  
"7 ", rss_formula_rss_supreme, no,"0", "01:38.7270", "27.2400", "42.9700", "28.5170",  "F:S - R:S",     "0 ",  
"8 ", rss_formula_rss_supreme, no,"0", "01:46.5550", "27.2960", "43.3710", "35.8880",  "F:S - R:S",     "0 ",  
"9 ", rss_formula_rss_supreme, no,"0", "02:03.9270", "52.5210", "42.8850", "28.5210",  "F:S - R:S",     "0 ",  
"10 ", rss_formula_rss_supreme, no,"0", "01:37.6680", "27.1390", "42.6470", "27.8820",  "F:S - R:S",     "0 ",  
"11 ", rss_formula_rss_supreme, no,"0", "01:37.8120", "27.0800", "42.5970", "28.1350",  "F:S - R:S",     "0 ",  
"12 ", rss_formula_rss_supreme, no,"0", "01:38.6030", "27.0800", "43.2540", "28.2690",  "F:S - R:S",     "0 ",  
"13 ", rss_formula_rss_supreme, no,"0", "01:47.6600", "27.0560", "42.8590", "37.7450",  "F:S - R:S",     "0 ",  
"14 ", rss_formula_rss_supreme, no,"0", "01:38.9400", "27.5250", "43.1550", "28.2600",  "F:S - R:S",     "0 ",  
"15 ", rss_formula_rss_supreme, no,"0", "01:38.9730", "27.2470", "42.9300", "28.7960",  "F:S - R:S",     "0 ",  
"16 ", rss_formula_rss_supreme, no,"0", "01:38.3830", "27.0670", "42.7720", "28.5440",  "F:S - R:S",     "0 ",  
"17 ", rss_formula_rss_supreme, no,"0", "01:40.0410", "28.1400", "43.4430", "28.4580",  "F:S - R:S",     "0 ",  
"18 ", rss_formula_rss_supreme, no,"0", "01:38.7790", "27.1880", "43.0830", "28.5080",  "F:S - R:S",     "0 ",  
"19 ", rss_formula_rss_supreme, no,"0", "01:38.6090", "27.3340", "42.9980", "28.2770",  "F:S - R:S",     "0 ",  
"20 ", rss_formula_rss_supreme, no,"0", "01:39.1780", "27.2500", "43.3400", "28.5880",  "F:S - R:S",     "0 ",  
"21 ", rss_formula_rss_supreme, no,"0", "01:39.5280", "27.1050", "43.6580", "28.7650",  "F:S - R:S",     "0 ",  
"22 ", rss_formula_rss_supreme, no,"0", "01:38.1540", "27.0800", "42.9440", "28.1300",  "F:S - R:S",     "0 ",  
"23 ", rss_formula_rss_supreme, no,"0", "01:40.3360", "28.3770", "43.2810", "28.6780",  "F:S - R:S",     "0 ",  
"24 ", rss_formula_rss_supreme, no,"0", "01:39.4740", "27.4370", "43.1600", "28.8770",  "F:S - R:S",     "0 ",  
"25 ", rss_formula_rss_supreme, no,"0", "01:38.8460", "27.1570", "43.2090", "28.4800",  "F:S - R:S",     "0 ",  
"26 ", rss_formula_rss_supreme, no,"0", "01:39.8040", "27.2900", "43.5600", "28.9540",  "F:S - R:S",     "0 ",  
Average,,,"01:40.9188", "28.5617", "43.1833", "29.1738"
Best possible,,, "01:37.5350", "27.0560", "42.5970", "27.8820"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Neeun_JTS3"
"1 ", rss_formula_rss_supreme, no,"0", "01:56.4800", "39.8100", "46.4930", "30.1770",  "F:S - R:S",     "0 ",  
"2 ", rss_formula_rss_supreme, no,"0", "01:42.9400", "28.0920", "45.0620", "29.7860",  "F:S - R:S",     "0 ",  
"3 ", rss_formula_rss_supreme, no,"0", "01:41.7240", "27.8830", "44.4460", "29.3950",  "F:S - R:S",     "0 ",  
"4 ", rss_formula_rss_supreme, no,"0", "01:40.7010", "27.7010", "44.0820", "28.9180",  "F:S - R:S",     "0 ",  
"5 ", rss_formula_rss_supreme, no,"0", "01:40.3680", "27.7740", "43.4920", "29.1020",  "F:S - R:S",     "0 ",  
"6 ", rss_formula_rss_supreme, no,"0", "01:40.6460", "27.8550", "43.5780", "29.2130",  "F:S - R:S",     "0 ",  
"7 ", rss_formula_rss_supreme, no,"0", "01:40.7670", "28.0650", "44.0140", "28.6880",  "F:S - R:S",     "0 ",  
"8 ", rss_formula_rss_supreme, no,"0", "01:43.4280", "27.6520", "46.2240", "29.5520",  "F:S - R:S",     "0 ",  
"9 ", rss_formula_rss_supreme, no,"0", "01:40.2730", "27.7330", "43.6680", "28.8720",  "F:S - R:S",     "0 ",  
"10 ", rss_formula_rss_supreme, no,"0", "01:40.4950", "27.8830", "43.9790", "28.6330",  "F:S - R:S",     "0 ",  
"11 ", rss_formula_rss_supreme, no,"0", "01:39.3200", "27.5360", "43.1010", "28.6830",  "F:S - R:S",     "0 ",  
"12 ", rss_formula_rss_supreme, no,"0", "01:42.1520", "27.7320", "44.8460", "29.5740",  "F:S - R:S",     "0 ",  
"13 ", rss_formula_rss_supreme, no,"0", "01:41.0090", "27.8890", "43.8210", "29.2990",  "F:S - R:S",     "0 ",  
"14 ", rss_formula_rss_supreme, no,"0", "01:40.3160", "27.8310", "43.7490", "28.7360",  "F:S - R:S",     "0 ",  
"15 ", rss_formula_rss_supreme, no,"0", "01:40.6990", "27.7990", "43.9290", "28.9710",  "F:S - R:S",     "0 ",  
"16 ", rss_formula_rss_supreme, no,"0", "01:41.5790", "28.4730", "43.6760", "29.4300",  "F:S - R:S",     "0 ",  
"17 ", rss_formula_rss_supreme, no,"0", "01:49.0640", "28.5100", "44.0370", "36.5170",  "F:S - R:S",     "0 ",  
"18 ", rss_formula_rss_supreme, no,"0", "01:59.9100", "46.0290", "44.3160", "29.5650",  "F:S - R:S",     "0 ",  
"19 ", rss_formula_rss_supreme, no,"0", "01:40.4620", "27.7240", "43.8970", "28.8410",  "F:S - R:S",     "0 ",  
"20 ", rss_formula_rss_supreme, no,"0", "01:40.1850", "27.5180", "43.7310", "28.9360",  "F:S - R:S",     "0 ",  
"21 ", rss_formula_rss_supreme, no,"0", "01:39.5170", "27.6120", "43.2360", "28.6690",  "F:S - R:S",     "0 ",  
"22 ", rss_formula_rss_supreme, no,"0", "01:45.4760", "27.7610", "44.3080", "33.4070",  "F:S - R:S",     "0 ",  
"23 ", rss_formula_rss_supreme, no,"0", "01:41.8330", "28.0200", "44.6170", "29.1960",  "F:S - R:S",     "0 ",  
"24 ", rss_formula_rss_supreme, no,"0", "01:40.0810", "27.5360", "43.3890", "29.1560",  "F:S - R:S",     "0 ",  
"25 ", rss_formula_rss_supreme, no,"0", "01:39.3970", "27.4290", "43.2170", "28.7510",  "F:S - R:S",     "0 ",  
Average,,,"01:42.7529", "29.0339", "44.1163", "29.6027"
Best possible,,, "01:39.1630", "27.4290", "43.1010", "28.6330"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"chichkodibel"
"1 ", rss_formula_rss_supreme, no,"0", "01:50.3460", "33.0710", "48.7670", "28.5080",  "F:S - R:S",     "0 ",  
"2 ", rss_formula_rss_supreme, no,"0", "01:37.8430", "27.5390", "42.3500", "27.9540",  "F:S - R:S",     "0 ",  
"3 ", rss_formula_rss_supreme, no,"0", "01:38.6090", "26.9740", "42.4300", "29.2050",  "F:S - R:S",     "0 ",  
"4 ", rss_formula_rss_supreme, no,"0", "01:38.2910", "27.5200", "42.5650", "28.2060",  "F:S - R:S",     "0 ",  
"5 ", rss_formula_rss_supreme, no,"0", "01:38.6600", "27.3620", "43.2280", "28.0700",  "F:S - R:S",     "0 ",  
"6 ", rss_formula_rss_supreme, no,"0", "01:36.7880", "26.9670", "42.0380", "27.7830",  "F:S - R:S",     "0 ",  
"7 ", rss_formula_rss_supreme, no,"0", "01:36.9060", "26.9930", "42.0760", "27.8370",  "F:S - R:S",     "0 ",  
"8 ", rss_formula_rss_supreme, no,"0", "01:38.0270", "27.0170", "42.1970", "28.8130",  "F:S - R:S",     "0 ",  
"9 ", rss_formula_rss_supreme, no,"0", "01:37.1940", "27.1920", "42.1420", "27.8600",  "F:S - R:S",     "0 ",  
"10 ", rss_formula_rss_supreme, no,"0", "01:37.4790", "27.2240", "42.3270", "27.9280",  "F:S - R:S",     "0 ",  
"11 ", rss_formula_rss_supreme, no,"0", "01:44.8670", "27.0810", "42.1550", "35.6310",  "F:S - R:S",     "0 ",  
"12 ", rss_formula_rss_supreme, no,"0", "01:40.2180", "28.6630", "43.2580", "28.2970",  "F:S - R:S",     "0 ",  
"13 ", rss_formula_rss_supreme, no,"0", "01:37.9560", "27.3100", "42.3940", "28.2520",  "F:S - R:S",     "0 ",  
"14 ", rss_formula_rss_supreme, no,"0", "01:44.2640", "27.2060", "42.2380", "34.8200",  "F:S - R:S",     "0 ",  
"15 ", rss_formula_rss_supreme, no,"0", "01:53.0560", "42.7710", "42.3080", "27.9770",  "F:S - R:S",     "0 ",  
"16 ", rss_formula_rss_supreme, no,"0", "01:49.1840", "27.2750", "53.9060", "28.0030",  "F:S - R:S",     "0 ",  
"17 ", rss_formula_rss_supreme, no,"0", "01:37.8510", "27.0390", "42.6770", "28.1350",  "F:S - R:S",     "0 ",  
"18 ", rss_formula_rss_supreme, no,"0", "01:39.2200", "27.3780", "43.7620", "28.0800",  "F:S - R:S",     "0 ",  
"19 ", rss_formula_rss_supreme, no,"0", "01:37.9750", "27.3750", "42.5420", "28.0580",  "F:S - R:S",     "0 ",  
"20 ", rss_formula_rss_supreme, no,"0", "01:38.0780", "27.0460", "42.7720", "28.2600",  "F:S - R:S",     "0 ",  
"21 ", rss_formula_rss_supreme, no,"0", "01:37.9760", "27.1780", "42.5610", "28.2370",  "F:S - R:S",     "0 ",  
"22 ", rss_formula_rss_supreme, no,"0", "01:38.1250", "27.0750", "42.7450", "28.3050",  "F:S - R:S",     "0 ",  
"23 ", rss_formula_rss_supreme, no,"0", "01:51.9830", "27.9870", "55.5660", "28.4300",  "F:S - R:S",     "0 ",  
"24 ", rss_formula_rss_supreme, no,"0", "01:39.2950", "27.2820", "42.8310", "29.1820",  "F:S - R:S",     "0 ",  
"25 ", rss_formula_rss_supreme, no,"0", "02:47.9180", "27.3250", "65.8030", "74.7900",  "F:S - R:S",     "0 ",  
Average,,,"01:43.5243", "28.1540", "44.7055", "30.6648"
Best possible,,, "01:36.7880", "26.9670", "42.0380", "27.7830"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"66rosso66"
"1 ", rss_formula_rss_supreme, no,"0", "01:46.7660", "33.8170", "43.5280", "29.4210",  "F:S - R:S",     "0 ",  
"2 ", rss_formula_rss_supreme, no,"0", "01:39.0660", "27.2100", "42.9380", "28.9180",  "F:S - R:S",     "0 ",  
"3 ", rss_formula_rss_supreme, no,"0", "01:38.4100", "27.1930", "43.0650", "28.1520",  "F:S - R:S",     "0 ",  
"4 ", rss_formula_rss_supreme, no,"0", "01:38.3580", "27.1760", "42.9350", "28.2470",  "F:S - R:S",     "0 ",  
"5 ", rss_formula_rss_supreme, no,"0", "01:37.3620", "26.9730", "42.3630", "28.0260",  "F:S - R:S",     "0 ",  
"6 ", rss_formula_rss_supreme, no,"0", "01:38.9100", "26.9000", "43.0380", "28.9720",  "F:S - R:S",     "0 ",  
"7 ", rss_formula_rss_supreme, no,"0", "01:37.4240", "27.0180", "42.3720", "28.0340",  "F:S - R:S",     "0 ",  
"8 ", rss_formula_rss_supreme, no,"0", "01:38.1740", "26.9660", "42.7680", "28.4400",  "F:S - R:S",     "0 ",  
"9 ", rss_formula_rss_supreme, no,"0", "01:44.3710", "27.0470", "42.6470", "34.6770",  "F:S - R:S",     "0 ",  
"10 ", rss_formula_rss_supreme, no,"0", "01:54.1790", "43.5970", "42.5120", "28.0700",  "F:S - R:S",     "0 ",  
"11 ", rss_formula_rss_supreme, no,"0", "01:38.0260", "26.9980", "42.6150", "28.4130",  "F:S - R:S",     "0 ",  
"12 ", rss_formula_rss_supreme, no,"0", "01:37.4040", "26.9160", "42.3490", "28.1390",  "F:S - R:S",     "0 ",  
"13 ", rss_formula_rss_supreme, no,"0", "01:37.9290", "27.0080", "42.6610", "28.2600",  "F:S - R:S",     "0 ",  
"14 ", rss_formula_rss_supreme, no,"0", "01:37.4650", "26.9900", "42.3180", "28.1570",  "F:S - R:S",     "0 ",  
"15 ", rss_formula_rss_supreme, no,"0", "01:38.4470", "27.1490", "42.6870", "28.6110",  "F:S - R:S",     "0 ",  
"16 ", rss_formula_rss_supreme, no,"0", "01:38.5890", "27.1650", "42.7410", "28.6830",  "F:S - R:S",     "0 ",  
"17 ", rss_formula_rss_supreme, no,"0", "01:38.8200", "27.1520", "42.8760", "28.7920",  "F:S - R:S",     "0 ",  
"18 ", rss_formula_rss_supreme, no,"0", "01:38.1180", "27.1530", "42.6500", "28.3150",  "F:S - R:S",     "0 ",  
"19 ", rss_formula_rss_supreme, no,"0", "01:37.9560", "27.0400", "42.5340", "28.3820",  "F:S - R:S",     "0 ",  
"20 ", rss_formula_rss_supreme, no,"0", "01:38.5810", "27.0900", "42.5430", "28.9480",  "F:S - R:S",     "0 ",  
"21 ", rss_formula_rss_supreme, no,"0", "01:47.2220", "27.3120", "50.6790", "29.2310",  "F:S - R:S",     "1  (0s e.t. <>  0s gain) ",  
"22 ", rss_formula_rss_supreme, no,"0", "01:41.7210", "27.2010", "45.4050", "29.1150",  "F:S - R:S",     "0 ",  
"23 ", rss_formula_rss_supreme, no,"0", "01:40.3000", "27.5130", "43.7260", "29.0610",  "F:S - R:S",     "0 ",  
"24 ", rss_formula_rss_supreme, no,"0", "01:49.9850", "27.5370", "53.0900", "29.3580",  "F:S - R:S",     "0 ",  
Average,,,"01:40.5660", "28.0884", "43.6267", "28.8509"
Best possible,,, "01:37.2440", "26.9000", "42.3180", "28.0260"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"novic"
"1 ", rss_formula_rss_supreme, no,"0", "01:50.0810", "33.0140", "42.9850", "34.0820",  "F:S - R:S",     "0 ",  
"2 ", rss_formula_rss_supreme, no,"0", "01:38.5790", "27.5790", "42.3720", "28.6280",  "F:S - R:S",     "0 ",  
"3 ", rss_formula_rss_supreme, no,"0", "01:37.4990", "26.9390", "42.2280", "28.3320",  "F:S - R:S",     "0 ",  
"4 ", rss_formula_rss_supreme, no,"0", "01:38.6430", "27.3990", "42.4080", "28.8360",  "F:S - R:S",     "0 ",  
"5 ", rss_formula_rss_supreme, no,"0", "01:37.8470", "26.9640", "42.9110", "27.9720",  "F:S - R:S",     "0 ",  
"6 ", rss_formula_rss_supreme, no,"0", "01:37.0940", "26.9800", "42.2500", "27.8640",  "F:S - R:S",     "0 ",  
"7 ", rss_formula_rss_supreme, no,"0", "01:36.8420", "26.9260", "42.1380", "27.7780",  "F:S - R:S",     "0 ",  
"8 ", rss_formula_rss_supreme, no,"0", "01:39.1380", "27.0520", "42.7010", "29.3850",  "F:S - R:S",     "0 ",  
"9 ", rss_formula_rss_supreme, no,"0", "01:37.5590", "27.2250", "42.4930", "27.8410",  "F:S - R:S",     "0 ",  
"10 ", rss_formula_rss_supreme, no,"0", "01:37.4280", "26.9620", "42.4620", "28.0040",  "F:S - R:S",     "0 ",  
"11 ", rss_formula_rss_supreme, no,"0", "01:38.9370", "26.8780", "42.3680", "29.6910",  "F:S - R:S",     "0 ",  
"12 ", rss_formula_rss_supreme, no,"0", "01:37.9110", "27.3100", "42.4300", "28.1710",  "F:S - R:S",     "0 ",  
"13 ", rss_formula_rss_supreme, no,"0", "01:37.4870", "27.0800", "42.2780", "28.1290",  "F:S - R:S",     "0 ",  
"14 ", rss_formula_rss_supreme, no,"0", "01:37.1300", "26.9570", "42.2420", "27.9310",  "F:S - R:S",     "0 ",  
"15 ", rss_formula_rss_supreme, no,"0", "01:37.2200", "26.9400", "42.2050", "28.0750",  "F:S - R:S",     "0 ",  
"16 ", rss_formula_rss_supreme, no,"0", "01:50.7300", "26.9350", "42.0930", "41.7020",  "F:S - R:S",     "0 ",  
Average,,,"01:39.3829", "27.4463", "42.4103", "29.5263"
Best possible,,, "01:36.7490", "26.8780", "42.0930", "27.7780"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"cndelta"
"1 ", rss_formula_rss_supreme, no,"0", "01:52.1080", "40.8870", "42.9200", "28.3010",  "F:S - R:S",     "0 ",  
"2 ", rss_formula_rss_supreme, no,"0", "01:37.5250", "27.1670", "42.1740", "28.1840",  "F:S - R:S",     "0 ",  
Average,,,"01:44.8165", "34.0270", "42.5470", "28.2425"
Best possible,,, "01:37.5250", "27.1670", "42.1740", "28.1840"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"potatolad165"
"1 ", rss_formula_rss_supreme, no,"0", "01:50.8850", "35.3620", "45.6660", "29.8570",  "F:S - R:S",     "0 ",  
Average,,,"01:50.8850", "35.3620", "45.6660", "29.8570"
Best possible,,, "01:50.8850", "35.3620", "45.6660", "29.8570"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"GuardrailHitter"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"whittleyoon"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"bright9"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"bama22x"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Nahteyue"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"shinywaffles"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Moskito1116"
No laps for this driver


Race best laps
'======================
'------------------------
Overall top (20)
'------------------------
Driver, Vehicle, Time, Gap,
"M. Wasik", "rss_formula_rss_supreme", "01:35.7960", ""
"M. Wasik", "rss_formula_rss_supreme", "01:35.8270", "0.031"
"jack0li", "rss_formula_rss_supreme", "01:35.8620", "0.066"
"M. Wasik", "rss_formula_rss_supreme", "01:35.8980", "0.102"
"jack0li", "rss_formula_rss_supreme", "01:35.9040", "0.108"
"jack0li", "rss_formula_rss_supreme", "01:35.9710", "0.175"
"jack0li", "rss_formula_rss_supreme", "01:35.9810", "0.185"
"jack0li", "rss_formula_rss_supreme", "01:36.0030", "0.207"
"jack0li", "rss_formula_rss_supreme", "01:36.0330", "0.237"
"tangentclamp600", "rss_formula_rss_supreme", "01:36.0720", "0.276"
"jack0li", "rss_formula_rss_supreme", "01:36.0840", "0.288"
"jack0li", "rss_formula_rss_supreme", "01:36.1100", "0.314"
"jack0li", "rss_formula_rss_supreme", "01:36.1510", "0.355"
"jack0li", "rss_formula_rss_supreme", "01:36.1590", "0.363"
"M. Wasik", "rss_formula_rss_supreme", "01:36.1800", "0.384"
"M. Wasik", "rss_formula_rss_supreme", "01:36.1930", "0.397"
"jack0li", "rss_formula_rss_supreme", "01:36.2070", "0.411"
"jack0li", "rss_formula_rss_supreme", "01:36.4150", "0.619"
"tangentclamp600", "rss_formula_rss_supreme", "01:36.4210", "0.625"
"tangentclamp600", "rss_formula_rss_supreme", "01:36.4810", "0.685"


'------------------------
Per driver
'------------------------
Driver, Vehicle, Time, Gap,
"M. Wasik", "rss_formula_rss_supreme", "01:35.7960", ""
"jack0li", "rss_formula_rss_supreme", "01:35.8620", "0.066"
"tangentclamp600", "rss_formula_rss_supreme", "01:36.0720", "0.276"
"chichkodibel", "rss_formula_rss_supreme", "01:36.7880", "0.992"
"novic", "rss_formula_rss_supreme", "01:36.8420", "1.046"
"66rosso66", "rss_formula_rss_supreme", "01:37.3620", "1.566"
"Josh Rivers", "rss_formula_rss_supreme", "01:37.4280", "1.632"
"cndelta", "rss_formula_rss_supreme", "01:37.5250", "1.729"
"Tareek", "rss_formula_rss_supreme", "01:37.6680", "1.872"
"Neeun_JTS3", "rss_formula_rss_supreme", "01:39.3200", "3.524"
"potatolad165", "rss_formula_rss_supreme", "01:50.8850", "15.089"


Race consistency
'======================
Driver, Vehicle, Consistency,
"M. Wasik", "rss_formula_rss_supreme", "98.73%  1.2188",
"jack0li", "rss_formula_rss_supreme", "98.53%  1.4086",
"Josh Rivers", "rss_formula_rss_supreme", "98.08%  1.871",
"novic", "rss_formula_rss_supreme", "97.98%  1.9581",
"Tareek", "rss_formula_rss_supreme", "97.85%  2.0953",
"tangentclamp600", "rss_formula_rss_supreme", "97.27%  2.6237",
"66rosso66", "rss_formula_rss_supreme", "97.18%  2.7443",
"Neeun_JTS3", "rss_formula_rss_supreme", "96.99%  2.9853",
"chichkodibel", "rss_formula_rss_supreme", "96.07%  3.8055",
"cndelta", "rss_formula_rss_supreme", "-",
"potatolad165", "rss_formula_rss_supreme", "-",
"GuardrailHitter", "rss_formula_rss_supreme", "-",
"whittleyoon", "rss_formula_rss_supreme", "-",
"bright9", "rss_formula_rss_supreme", "-",
"bama22x", "rss_formula_rss_supreme", "-",
"Nahteyue", "rss_formula_rss_supreme", "-",
